RADICADO,FECHA,HORA,DÍA DE LA SEMANA,CLASE DE VEHICULO,TIPO DE SERVICIO,TIPO DE VICTIMA,SEXO,ESTADO DE BEODEZ,RESULTADO DE BEODEZ,GRAVEDAD,CLASE DE ACCIDENTE,CAUSA,DIRECCIÓN,BARRIO,AREA,Coordenadas
2160608,03/30/2016,2:10 p.m.,Miércoles,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Solo Daños,Choque,Otra,Transversal 35  Sur Diagonal 30,La Sebastiana,Urbana,"(6.170161165, -75.57837052)"
2160625,03/30/2016,2:10 p.m.,Miércoles,Buseta,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Exceso de velocidad,Transversal 35  Sur Diagonal 30,Sin Registro,Urbana,"(6.170161165, -75.57837052)"
2160625,03/30/2016,2:10 p.m.,Miércoles,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Solo Daños,Choque,Exceso de velocidad,Transversal 35  Sur Diagonal 30,Sin Registro,Urbana,"(6.170161165, -75.57837052)"
2160631,03/30/2016,3:00 p.m.,Miércoles,Camioneta,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Adelantar por la derecha,Calle 21  Sur Carrera 42,Sin Registro,Urbana,"(6.183287121, -75.5789598)"
2160631,03/30/2016,3:00 p.m.,Miércoles,Camion,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Adelantar por la derecha,Calle 21  Sur Carrera 42,Sin Registro,Urbana,"(6.183287121, -75.5789598)"
2160571,03/30/2016,3:10 p.m.,Miércoles,Automovil,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Desobedecer senales,Transversal 33 A Sur Diagonal 32,Obrero,Urbana,"(6.174161377, -75.58203799)"
2160571,03/30/2016,3:10 p.m.,Miércoles,Camioneta,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Desobedecer senales,Transversal 33 A Sur Diagonal 32,Obrero,Urbana,"(6.174161377, -75.58203799)"
2160610,03/30/2016,3:30 p.m.,Miércoles,Automovil,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No respetar prelacion,Carrera 48 Calle 36 A Sur,Puente Fundadores,Urbana,"(6.173906662, -75.59187541)"
2160610,03/30/2016,3:30 p.m.,Miércoles,Camion,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No respetar prelacion,Carrera 48 Calle 36 A Sur,Puente Fundadores,Urbana,"(6.173906662, -75.59187541)"
2160602,03/30/2016,4:05 p.m.,Miércoles,Buseta,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 38  Sur Carrera 40,Zona Centro,Urbana,"(6.16879573, -75.58588978)"
2160602,03/30/2016,4:05 p.m.,Miércoles,Automovil,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 38  Sur Carrera 40,Zona Centro,Urbana,"(6.16879573, -75.58588978)"
2160599,03/30/2016,5:20 p.m.,Miércoles,Automovil,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 45 A Calle 31  Sur,Jardines,Urbana,"(6.177918127, -75.58649088)"
2160599,03/30/2016,5:20 p.m.,Miércoles,Camioneta,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 45 A Calle 31  Sur,Jardines,Urbana,"(6.177918127, -75.58649088)"
2160592,03/30/2016,5:40 p.m.,Miércoles,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,Adelantar cerrando,Calle 23  Sur Carrera 27,Sin Registro,Urbana,"(6.176668041, -75.56752563)"
2160592,03/30/2016,5:40 p.m.,Miércoles,Camioneta,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,Adelantar cerrando,Calle 23  Sur Carrera 27,Sin Registro,Urbana,"(6.176668041, -75.56752563)"
2160590,03/30/2016,6:40 p.m.,Miércoles,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Solo Daños,Choque,Adelantar por la derecha,Calle 40 B Sur Carrera 27,La Mina,Urbana,"(6.157910673, -75.5815536)"
2160590,03/30/2016,6:40 p.m.,Miércoles,Automovil,Diplomatico,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,Adelantar por la derecha,Calle 40 B Sur Carrera 27,La Mina,Urbana,"(6.157910673, -75.5815536)"
2160612,03/30/2016,9:50 p.m.,Miércoles,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,Semaforo en rojo,Carrera 43 A Calle 21  Sur,Sin Registro,Urbana,"(6.183599544, -75.57940986)"
2160612,03/30/2016,9:50 p.m.,Miércoles,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,Semaforo en rojo,Carrera 43 A Calle 21  Sur,Sin Registro,Urbana,"(6.183599544, -75.57940986)"
2160620,03/31/2016,5:45 a.m.,Jueves,Bus,Publico,Conductor,Masculino,No,Sin Registro,Herido,Choque,Otra,Calle 45 A Sur Carrera 42,La Paz,Urbana,"(6.163477254, -75.59336385)"
2160620,03/31/2016,5:45 a.m.,Jueves,Campero,Particular,Conductor,Femenino,No,Sin Registro,Herido,Choque,Otra,Calle 45 A Sur Carrera 42,La Paz,Urbana,"(6.163477254, -75.59336385)"
2160620,03/31/2016,5:45 a.m.,Jueves,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Herido,Choque,Otra,Calle 45 A Sur Carrera 42,La Paz,Urbana,"(6.163477254, -75.59336385)"
2160618,03/31/2016,6:45 a.m.,Jueves,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Herido,Choque,Transitar entre vehiculos,Carrera 50 Calle 37  Sur,Las Vegas,Urbana,
2160621,03/31/2016,6:45 a.m.,Jueves,Buseta,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Adelantar cerrando,Carrera 48 Calle 32 B Sur,Las Vegas,Urbana,"(6.176994311, -75.58984119)"
2160621,03/31/2016,6:45 a.m.,Jueves,Buseta,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Adelantar cerrando,Carrera 48 Calle 32 B Sur,Las Vegas,Urbana,"(6.176994311, -75.58984119)"
2160629,03/31/2016,9:30 a.m.,Jueves,Camioneta,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Otra,Diagonal 29 Transversal 26  Sur,Alto De Misael,Urbana,"(6.177775992, -75.57856477)"
2160629,03/31/2016,9:30 a.m.,Jueves,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Solo Daños,Choque,Otra,Diagonal 29 Transversal 26  Sur,Alto De Misael,Urbana,"(6.177775992, -75.57856477)"
2160623,03/31/2016,11:40 a.m.,Jueves,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Solo Daños,Choque,No respetar prelacion,Carrera 41 Calle 24  Sur,Sin Registro,Urbana,"(6.179819678, -75.57714123)"
2160623,03/31/2016,11:40 a.m.,Jueves,Automovil,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No respetar prelacion,Carrera 41 Calle 24  Sur,Sin Registro,Urbana,"(6.179819678, -75.57714123)"
2160632,03/31/2016,2:00 p.m.,Jueves,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Solo Daños,Choque,Desobedecer senales,Transversal 32 C Sur Diagonal 32 B,La Magnolia,Urbana,"(6.174876615, -75.58317069)"
2160632,03/31/2016,2:00 p.m.,Jueves,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,Desobedecer senales,Transversal 32 C Sur Diagonal 32 B,La Magnolia,Urbana,"(6.174876615, -75.58317069)"
2160617,03/31/2016,2:10 p.m.,Jueves,Automovil,Particular,Conductor,Masculino,No,Sin Registro,Herido,Choque,Desobedecer senales,Calle 36  Sur Carrera 25,El Chocho,Urbana,"(6.167194335, -75.56482628)"
2160617,03/31/2016,2:10 p.m.,Jueves,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Herido,Choque,Desobedecer senales,Calle 36  Sur Carrera 25,El Chocho,Urbana,"(6.167194335, -75.56482628)"
2160601,03/31/2016,2:50 p.m.,Jueves,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Herido,Choque,Semaforo en rojo,Carrera 43 A Calle 45  Sur,Primavera,Urbana,"(6.165116925, -75.59448316)"
2160605,03/31/2016,3:10 p.m.,Jueves,Microbus,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 21 B Calle 27  Sur,Sin Registro,Urbana,
2160605,03/31/2016,3:10 p.m.,Jueves,Camioneta,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 21 B Calle 27  Sur,Sin Registro,Urbana,
2160626,03/31/2016,4:40 p.m.,Jueves,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,No respetar prelacion,Calle 25  Sur Carrera 42,Sin Registro,Urbana,"(6.179561127, -75.57986633)"
2160626,03/31/2016,4:40 p.m.,Jueves,Automovil,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No respetar prelacion,Calle 25  Sur Carrera 42,Sin Registro,Urbana,"(6.179561127, -75.57986633)"
2160603,03/31/2016,5:00 p.m.,Jueves,Automovil,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 27 Calle 28  Sur,La Inmaculada,Urbana,"(6.171086787, -75.569081)"
2160603,03/31/2016,5:00 p.m.,Jueves,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 27 Calle 28  Sur,La Inmaculada,Urbana,"(6.171086787, -75.569081)"
2160627,03/31/2016,5:00 p.m.,Jueves,Buseta,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 48 Calle 27 A Sur,Las Vegas,Urbana,"(6.181312425, -75.58688511)"
2160627,03/31/2016,5:00 p.m.,Jueves,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 48 Calle 27 A Sur,Las Vegas,Urbana,"(6.181312425, -75.58688511)"
2160630,03/31/2016,5:00 p.m.,Jueves,Camioneta,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Otra,Tramo 372 Kilometro  17,Vereda Palmas,Rural,
2160630,03/31/2016,5:00 p.m.,Jueves,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,Otra,Tramo 372 Kilometro  17,Vereda Palmas,Rural,
2160628,03/31/2016,6:05 p.m.,Jueves,Bus,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No respetar prelacion,Diagonal 32 D Transversal 34 D Sur,Los Naranjos,Urbana,"(6.172908151, -75.58314442)"
2160628,03/31/2016,6:05 p.m.,Jueves,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,No respetar prelacion,Diagonal 32 D Transversal 34 D Sur,Los Naranjos,Urbana,"(6.172908151, -75.58314442)"
2160604,03/31/2016,6:10 p.m.,Jueves,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Herido,Choque,Adelantar en zona prohibida,Calle 39  Sur Carrera 27 D,Sin Registro,Urbana,"(6.160515341, -75.57910442)"
2160604,03/31/2016,6:10 p.m.,Jueves,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Herido,Choque,Adelantar en zona prohibida,Calle 39  Sur Carrera 27 D,Sin Registro,Urbana,"(6.160515341, -75.57910442)"
2160615,03/31/2016,8:40 p.m.,Jueves,Motocicleta,Diplomatico,Motociclista,Masculino,No,Sin Registro,Herido,Atropello,Cruzar sin observar,Calle 46  Sur Carrera 46,Primavera,Urbana,"(6.164633401, -75.59668961)"
2160616,03/31/2016,9:50 p.m.,Jueves,Camioneta,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Otra,Calle 40 C Sur Carrera 41,El Dorado,Urbana,"(6.164905473, -75.58714924)"
2160616,03/31/2016,9:50 p.m.,Jueves,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,Otra,Calle 40 C Sur Carrera 41,El Dorado,Urbana,"(6.164905473, -75.58714924)"
2160651,01/04/2016,6:45 a.m.,Viernes,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,Desobedecer senales,Carrera 45 A Calle 30 A Sur,Jardines,Urbana,"(6.177652627, -75.58669048)"
2160651,01/04/2016,6:45 a.m.,Viernes,Camioneta,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Desobedecer senales,Carrera 45 A Calle 30 A Sur,Jardines,Urbana,"(6.177652627, -75.58669048)"
2160646,01/04/2016,7:00 a.m.,Viernes,Bus,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Adelantar cerrando,Calle 21  Sur Carrera 43 A,Avenida El Poblado,Urbana,"(6.18399286, -75.57959764)"
2160646,01/04/2016,7:00 a.m.,Viernes,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,Adelantar cerrando,Calle 21  Sur Carrera 43 A,Avenida El Poblado,Urbana,"(6.18399286, -75.57959764)"
2160650,01/04/2016,7:05 a.m.,Viernes,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 50 Calle 30  Sur,Las Vegas,Urbana,
2160650,01/04/2016,7:05 a.m.,Viernes,Automovil,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 50 Calle 30  Sur,Las Vegas,Urbana,
2160650,01/04/2016,7:05 a.m.,Viernes,Automovil,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 50 Calle 30  Sur,Las Vegas,Urbana,
2160638,01/04/2016,7:45 a.m.,Viernes,Microbus,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 25  Sur,Las Orquideas,Urbana,"(6.181616833, -75.58185727)"
2160638,01/04/2016,7:45 a.m.,Viernes,Camion,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 25  Sur,Las Orquideas,Urbana,"(6.181616833, -75.58185727)"
2160640,01/04/2016,8:50 a.m.,Viernes,Automovil,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 39,Zona Centro,Urbana,"(6.169035546, -75.58484755)"
2160640,01/04/2016,8:50 a.m.,Viernes,Bicicleta,Particular,Ciclista,Masculino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 39,Zona Centro,Urbana,"(6.169035546, -75.58484755)"
2160636,01/04/2016,1:40 p.m.,Viernes,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Herido,Choque,Transitar entre vehiculos,Carrera 43 A Calle 49  Sur,Avenida El Poblado,Urbana,"(6.160914202, -75.60002299)"
2160636,01/04/2016,1:40 p.m.,Viernes,Motocicleta,Particular,Motociclista,Femenino,No,Sin Registro,Herido,Choque,Transitar entre vehiculos,Carrera 43 A Calle 49  Sur,Avenida El Poblado,Urbana,"(6.160914202, -75.60002299)"
2160611,01/04/2016,3:10 p.m.,Viernes,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Herido,Choque,Transitar entre vehiculos,Carrera 48 Calle 27 A Sur,Las Vegas,Urbana,"(6.181312425, -75.58688511)"
2160611,01/04/2016,3:10 p.m.,Viernes,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Herido,Choque,Transitar entre vehiculos,Carrera 48 Calle 27 A Sur,Las Vegas,Urbana,"(6.181312425, -75.58688511)"
2160639,01/04/2016,4:55 p.m.,Viernes,Automovil,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No respetar prelacion,Transversal 32  Sur Diagonal 33,La Magnolia,Urbana,"(6.175490465, -75.58492811)"
2160639,01/04/2016,4:55 p.m.,Viernes,Camioneta,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,No respetar prelacion,Transversal 32  Sur Diagonal 33,La Magnolia,Urbana,"(6.175490465, -75.58492811)"
2160641,01/04/2016,5:00 p.m.,Viernes,Automovil,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 46 Calle 40  Sur,Alcala,Urbana,"(6.168563384, -75.59405811)"
2160641,01/04/2016,5:00 p.m.,Viernes,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 46 Calle 40  Sur,Alcala,Urbana,"(6.168563384, -75.59405811)"
2160647,01/04/2016,5:10 p.m.,Viernes,Microbus,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No respetar prelacion,Calle 40  Sur Carrera 24 D,El Salado,Urbana,"(6.147263187, -75.57633575)"
2160647,01/04/2016,5:10 p.m.,Viernes,Camioneta,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,No respetar prelacion,Calle 40  Sur Carrera 24 D,El Salado,Urbana,"(6.147263187, -75.57633575)"
2160634,01/04/2016,6:45 p.m.,Viernes,Automovil,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Exceso de velocidad,Tramo 372 Kilometro  14,Vereda Palmas,Rural,
2160614,01/04/2016,9:06 p.m.,Viernes,Automovil,Particular,Conductor,Masculino,No,Sin Registro,Herido,Volcamiento,Exceso de velocidad,Tramo 372 Kilometro  13,Vereda Palmas,Rural,
2160653,02/04/2016,7:20 a.m.,Sábado,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Herido,Choque,Desobedecer senales,Tramo 372 Kilometro  7,Vereda Palmas,Rural,
2160653,02/04/2016,7:20 a.m.,Sábado,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Herido,Choque,Desobedecer senales,Tramo 372 Kilometro  7,Vereda Palmas,Rural,
2160642,02/04/2016,10:30 a.m.,Sábado,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Herido,Atropello,Cruzar sin observar,Calle 46  Sur Carrera 46,Primavera,Urbana,"(6.164633401, -75.59668961)"
2160652,02/04/2016,10:30 a.m.,Sábado,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Herido,Atropello,Adelantar cerrando,Calle 39  Sur Carrera 39,Mesa,Urbana,"(6.166978259, -75.58604492)"
2160652,02/04/2016,10:30 a.m.,Sábado,Camioneta,Particular,Conductor,Masculino,No,Sin Registro,Herido,Atropello,Adelantar cerrando,Calle 39  Sur Carrera 39,Mesa,Urbana,"(6.166978259, -75.58604492)"
2160643,02/04/2016,12:00 p.m.,Sábado,Automovil,Diplomatico,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 39  Sur Carrera 41,Zona Centro,Urbana,"(6.167870042, -75.58744871)"
2160649,02/04/2016,1:20 p.m.,Sábado,Camioneta,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Adelantar cerrando,Carrera 50 Calle 37  Sur,Las Vegas,Urbana,
2160649,02/04/2016,1:20 p.m.,Sábado,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,Adelantar cerrando,Carrera 50 Calle 37  Sur,Las Vegas,Urbana,
2160648,02/04/2016,2:40 p.m.,Sábado,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Tramo 372 Kilometro  11,Vereda Palmas,Rural,
2160648,02/04/2016,2:40 p.m.,Sábado,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Tramo 372 Kilometro  11,Vereda Palmas,Rural,
2160645,02/04/2016,2:45 p.m.,Sábado,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Solo Daños,Choque,Transitar entre vehiculos,Carrera 32 Calle 37  Sur,Mesa,Urbana,"(6.1665774, -75.58116341)"
2160645,02/04/2016,2:45 p.m.,Sábado,Automovil,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Transitar entre vehiculos,Carrera 32 Calle 37  Sur,Mesa,Urbana,"(6.1665774, -75.58116341)"
2160637,02/04/2016,3:30 p.m.,Sábado,Automovil,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Desobedecer senales,Calle 37  Sur Carrera 33,Mesa,Urbana,"(6.167021726, -75.58168458)"
2160637,02/04/2016,3:30 p.m.,Sábado,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,Desobedecer senales,Calle 37  Sur Carrera 33,Mesa,Urbana,"(6.167021726, -75.58168458)"
2160635,02/04/2016,11:00 p.m.,Sábado,Automovil,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Adelantar cerrando,Calle 36 D Sur Carrera 27 A,Vereda El Escobero,Urbana,"(6.164831751, -75.57423497)"
2160635,02/04/2016,11:00 p.m.,Sábado,Automovil,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Adelantar cerrando,Calle 36 D Sur Carrera 27 A,Vereda El Escobero,Urbana,"(6.164831751, -75.57423497)"
2160633,02/04/2016,11:30 p.m.,Sábado,Automovil,Particular,Conductor,Masculino,No,Sin Registro,Herido,Choque,Embriaguez o droga,Carrera 43 A Calle 33 B Sur,Avenida El Poblado,Urbana,"(6.173325428, -75.5866772)"
2160633,02/04/2016,11:30 p.m.,Sábado,Motocicleta,Particular,Motociclista,Masculino,Si,1,Herido,Choque,Embriaguez o droga,Carrera 43 A Calle 33 B Sur,Avenida El Poblado,Urbana,"(6.173325428, -75.5866772)"
2160613,03/04/2016,3:10 a.m.,Domingo,Motocicleta,Particular,Motociclista,Sin registro,No,Sin Registro,Herido,Caida Ocupante,Embriaguez o droga,Carrera 40 Calle 48 B Sur,El Trianon,Urbana,"(6.158358186, -75.59526149)"
2160655,03/04/2016,2:50 p.m.,Domingo,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Herido,Choque,Transitar entre vehiculos,Carrera 42 Calle 33 B Sur,Zona Centro,Urbana,"(6.172431982, -75.58552861)"
2160655,03/04/2016,2:50 p.m.,Domingo,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Herido,Choque,Transitar entre vehiculos,Carrera 42 Calle 33 B Sur,Zona Centro,Urbana,"(6.172431982, -75.58552861)"
2160624,03/04/2016,7:00 p.m.,Domingo,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Herido,Choque,Desobedecer senales,Carrera 42 B Calle 46 A Sur,La Paz,Urbana,"(6.162028226, -75.59449555)"
2160624,03/04/2016,7:00 p.m.,Domingo,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Herido,Choque,Desobedecer senales,Carrera 42 B Calle 46 A Sur,La Paz,Urbana,"(6.162028226, -75.59449555)"
2160659,03/04/2016,9:00 p.m.,Domingo,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,Exceso de velocidad,Tramo 372 Kilometro  15,Vereda Palmas,Rural,
2160671,04/04/2016,5:00 a.m.,Lunes,Bus,Publico,Conductor,Masculino,No,Sin Registro,Herido,Choque,Semaforo en rojo,Carrera 43 A Calle 25 A Sur,Sin Registro,Urbana,"(6.181504184, -75.5817415)"
2160671,04/04/2016,5:00 a.m.,Lunes,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Herido,Choque,Semaforo en rojo,Carrera 43 A Calle 25 A Sur,Sin Registro,Urbana,"(6.181504184, -75.5817415)"
2160661,04/04/2016,6:20 a.m.,Lunes,Automovil,Particular,Conductor,Masculino,No,Sin Registro,Herido,Choque,Desobedecer senales,Carrera 40 Calle 46 E Sur,El Trianon,Urbana,"(6.159856244, -75.59257974)"
2160661,04/04/2016,6:20 a.m.,Lunes,Bicicleta,Particular,Ciclista,Masculino,No,Sin Registro,Herido,Choque,Desobedecer senales,Carrera 40 Calle 46 E Sur,El Trianon,Urbana,"(6.159856244, -75.59257974)"
2160656,04/04/2016,6:50 a.m.,Lunes,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Herido,Choque,No respetar prelacion,Carrera 32 B Calle 40 F Sur,Sin Registro,Urbana,"(6.162538385, -75.58471789)"
2160656,04/04/2016,6:50 a.m.,Lunes,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Herido,Choque,No respetar prelacion,Carrera 32 B Calle 40 F Sur,Sin Registro,Urbana,"(6.162538385, -75.58471789)"
2160657,04/04/2016,7:20 a.m.,Lunes,Camioneta,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Transitar entre vehiculos,Carrera 48 Calle 40  Sur,Las Vegas,Urbana,"(6.168855316, -75.59688767)"
2160657,04/04/2016,7:20 a.m.,Lunes,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Solo Daños,Choque,Transitar entre vehiculos,Carrera 48 Calle 40  Sur,Las Vegas,Urbana,"(6.168855316, -75.59688767)"
2160660,04/04/2016,7:30 a.m.,Lunes,Motocicleta,Particular,Motociclista,Masculino,No,Sin Registro,Herido,Choque,Transitar entre vehiculos,Carrera 43 A Transversal 29,Sin Registro,Urbana,"(6.177803112, -75.5845555)"
2160660,04/04/2016,7:30 a.m.,Lunes,Motocicleta,Particular,Motociclista,Femenino,No,Sin Registro,Herido,Choque,Transitar entre vehiculos,Carrera 43 A Transversal 29,Sin Registro,Urbana,"(6.177803112, -75.5845555)"
2160696,04/04/2016,8:15 a.m.,Lunes,Automovil,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Poner en marcha un vehiculo sin precauci,Carrera 49 Calle 25  Sur,Sin Registro,Urbana,"(6.18641241, -75.58506296)"
2160696,04/04/2016,8:15 a.m.,Lunes,Camioneta,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Poner en marcha un vehiculo sin precauci,Carrera 49 Calle 25  Sur,Sin Registro,Urbana,"(6.18641241, -75.58506296)"
2160697,04/04/2016,11:10 a.m.,Lunes,Camion,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No respetar prelacion,Carrera 48 Calle 50  Sur,Las Vegas,Urbana,
2160697,04/04/2016,11:10 a.m.,Lunes,Automovil,Particular,Conductor,Femenino,No,Sin Registro,Solo Daños,Choque,No respetar prelacion,Carrera 48 Calle 50  Sur,Las Vegas,Urbana,
2160658,04/04/2016,12:30 p.m.,Lunes,Automovil,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 45 A Calle 36  Sur,El Portal,Urbana,"(6.172729696, -75.58933958)"
2160658,04/04/2016,12:30 p.m.,Lunes,Camioneta,Particular,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 45 A Calle 36  Sur,El Portal,Urbana,"(6.172729696, -75.58933958)"
2160654,04/04/2016,3:10 p.m.,Lunes,Motocicleta,Particular,Motociclista,Sin registro,No,Sin Registro,Herido,Atropello,Otra,Calle 41 A Sur Carrera 27 A,San Rafael,Urbana,"(6.157635996, -75.5832756)"
2161472,04/04/2016,3:20 p.m.,Lunes,Automovil,Publico,Conductor,Masculino,No,Sin Registro,Herido,Caida Ocupante,Otra,Calle 41 A Sur Carrera 26,San Rafael,Urbana,"(6.157546483, -75.58338635)"
2160670,04/04/2016,5:30 p.m.,Lunes,Microbus,Publico,Conductor,Masculino,No,Sin Registro,Solo Daños,Choque,Adelantar cerrando,Calle 25 A Sur Carrera 43 A,Villa Grande,Urbana,"(6.181689385, -75.58241799)"
